titulo,Cidade,salario,descricao
Programador / Desenvolvedor de Software Web,Tietê,,"Desejável ter conhecimentos em: Projetar, planejar, instalar, configurar e administrar redes de computadores. Instalar, formatar e executar manutenções de softwares. Executar manutenções simples de hardware."
Programador PHP,São Paulo,,"Desenvolver aplicações web, webapp e integrações API Rest."
Analista Desenvolvedor .NET Core Full,Belo Horizonte,,.
Estágio na área de Desenvolvedor Front-end,Londrina,,"Desenvolvimento de funcionalidades no Front-End (HTML, CSS e Jquery), aplica melhores práticas de documentação de código desenvolvido. desenvolvimento e manutenção de aplicações web."
Java e Javascript Developer,Porto Alegre,,"Empresa de Portugal está em busca de desenvolvedores front e back desde Júnior até SR. Se você possui dupla cidadania europeia e quer ter a chance de trabalhar para uma equipe super engajada em diversos projetos inovadores na Europa, está é sua chance. Irá atuar com as seguintes tecnologias, Java 5 to 9, Microservice, Docker Spring framework (Spring Boot, Spring Data, Spring Security."
Analista Desenvolvedor Front End Sênior,Cotia,,Auxiliar no levantamento de requisitos e impactos.
Programador PHP,Barbacena,,"Venha fazer parte de nosso time web, para isso, buscamos profissionais que desejam ir além da curva em PHP. Experiência profissional em desenvolvimento em PHP, HTML, JavaScript, CSS e MySQL. Experiência em Python será espetacular."
Analista Programador Web / PHP,São Paulo,,"Analisar, criar scripts, dar manutenção e documentar sistemas de Back-end e Front-end da empresa, usando as seguintes linguagens: PHP (versões 5."
Programador PHP,Belo Horizonte,,"Venha fazer parte de nosso time web, para isso, buscamos profissionais que desejam ir além da curva em PHP. Experiência profissional em desenvolvimento em PHP, HTML, JavaScript, CSS e MySQL. Experiência em Python será espetacular."
Analista Desenvolvedor Mobile,Porto Alegre,,"Irá atuar no desenvolvimento e manutenção de sistemas ERP, utilizando as linguagens de programação PL/"
Analista Desenvolvedor Mobile,Ibiuna,,Descrição da vaga: O nosso ritmo de crescimento está acelerado! Queremos desenvolvedores que pensem tão grande quanto a gente e que topem participar de algo grandioso! Culturalmente você terá um bom fit se: Muita vontade de inovar e ser uma pessoa movida por desafios. O que é indispensável: Experiência na linguagem. O que mais a gente adoraria ver: Projetos ou cases que você já tenha trabalhado. Experiência: Júnior - Pleno - Sênior.
Analista Desenvolvedor Web,Brasília,,"Manter atualizadas as plataformas Thomas (site, portal e intranet), atuar no levantamento de requisitos e gerar documentação técnica de sistemas."
Programador PHP,São Paulo,,"Atuar com PHP, Codeigniter, RESTAPI, MySQL, HTML, CSS, JavaScript e jQuery."
Analista Desenvolvedor Java,Florianopolis,,"Desenvolver, testar e implementar. Conhecer tecnicamente as fases das atividades,"
Analista Desenvolvedor Mobile,Blumenau,,Desenvolver aplicativos mobile para plataforma Android e/
Programador JavaScript,São Paulo,,"Oportunidade para Desenvolvedor JavaScript. Desejável conhecimento de tecnologias Web com programação JSP, HTML, CSS e JavaScript. Programa, desenvolve e implanta sistemas em JavaScript."
Analista Desenvolvedor Drupal,Valinhos,,"Trabalhar com Apps e Web Sites, atuando com Inovação Digital para Força de Vendas. Vivência significativa em temas de Drupal. Especialista em desenvolvimento de Front-end (PHPTemplate, JavaScript, AJAX, HTML5, CSS3 e jQuery). Conhecimentos em pré-processadores CSS, como LESS e SASS. Conhecimento básico com MySQL, Serviços Web e Tecnologias Relacionadas. Vivência com mobile-first e responsive design. Vivência com frameworks Front-end como Bootstrap. Vivência em medir e otimizar o desempenho do Front-end. Familiaridade com o controle de versão e ferramentas de gerenciamento de código como Git, Bitbucket ou VSTS. Vivência com a semântica e SEO-friendly. Conhecimento básico nas ferramentas de criação de imagens, para poder recortar, redimensionar ou realizar pequenos ajustes em uma imagem. Familiaridade com ferramentas como Gimp ou Photoshop. Conhecimentos de problemas de compatibilidade entre navegadores ou dispositivos e a formas de trabalhar em torno deles, juntamente com a concepção de sites para atender aos padrões de acessibilidade da web. Vivência com a definição de temas básicos e a criação de subtemas deles. Vivência em escrever hooks theme e tpl. Escrever funções de tema personalizadas e também como alterar o comportamento de tema padrão."
Analista / Desenvolvedor de Sistemas - Angular,São Paulo,,Atuar com desenvolvimento de aplicações Front-end utilizando Angular JS ou Angular 2. Conhecimento nos frameworks da Sencha desejável. Auxiliar no levantamento de requisitos e impactos
Programador PHP JR,São Paulo,,Desenvolvimento em linguagem PHP OO
Programador PHP JR,São Paulo,,Desenvolvimento em linguagem PHP OO
Analista Desenvolvedor .NET Jr,São Paulo,,Conhecimento em ASP.
Programador Full-Stack PHP,São Paulo,,"Programar, codificar, fazer correções em sistemas, lógica de programação, foco em web, CakePHP. Análise, Programação e Desenvolvimento."
Analista Desenvolvedor URA/CTI,Rio de Janeiro,,"Em nossos processos transitamos entre sistemas legados até projetos de Inteligência Artificial, Machine Learning, Blockchain e muito mais."
Programador PHP,São Paulo,,"Buscamos um profissional apaixonado por programação para fazer parte do nosso time! A Fulltic está só começando, mas em ritmo acelerado. Temos uma missão grandiosa no mundo do marketing digital e queremos contar com grandes entusiastas ao nosso lado! Nosso clima de trabalho é bem informal e divertido, mas sempre em busca dos objetivos, com clareza e dedicação! Você irá trabalhar com construções de sites em Wordpress e Mautic. Venha fazer parte dessa nova história!"
Programador PHP,Rio de Janeiro,,"Ser responsável por programar, desenvolver, homologar e implantar sistemas em linguagem PHP. Manutenção preventiva e corretiva em aplicações existentes, e análise de causa raiz dos problemas reportados."
Programador PHP JR,São Paulo,,Desenvolvimento em linguagem PHP OO
Analista Programador PHP Senior,São Paulo,,"Desenvolve sistemas de aplicação e elabora programas utilizando a linguagem PHP. Faz montagem da estrutura de banco de dados e codificação de programas, planejando etapas e ações de trabalho. Cria projetos, desde aplicativos básicos aos específicos e realiza implantação."
Arquiteto / Desenvolvedor de Sistemas,São Paulo,,"Buscamos um profissional sênior, que tenha domínio em C# e / ou Java, se interesse por Big data e Machine Learning, e que lidere equipes de desenvolvimento. Conhecimento em ."
Programador PHP,São Paulo,,"Somos uma empresa de consultoria em tecnologia e segurança da informação e estamos em busca de Desenvolvedor Back-end PHP com conhecimentos avançados em LARAVEL. Perfil auto-gerenciável, pois terá disponibilidade de ser remoto, e que possua comprometimento com as entregas."
Programador PHP,Porto Alegre,,"Desenvolvimento de sistemas em PHP, desenvolver e auxiliar em projetos, websites e plataformas Web, aprimoramento de rotinas e novas funcionalidades no sistema da empresa e suporte técnico."
Programador PHP,Marília,,"Atuar em todo fluxo de desenvolvimento (Desenvolvimento, Teste, Deploy e acompanhamento em produção); Implementar APIs, realizar integração e filas de processamentos para milhões de processos diários; Inovar em soluções de escalabilidade e micro serviços; Identificar e resolver falhas; Participar de reuniões (técnicas e outras)."
Analista Desenvolvedor Java Pleno,São Paulo,,Experiência: Mínima comprovada de 2 anos com desenvolvimento Java
Analista Desenvolvedor. NET Pleno,São Caetano do Sul,,"Desenho das soluções contemplando todo o ciclo de vida do serviço / solução. Realizar a implementação e a manutenção de novos sistemas. Ajustar sistemas para acompanhar as mudanças e necessidades de negócio, da programação de sistema na linguagem ."
Analista Desenvolvedor .NET Full Stack Pleno,Cotia,,O profissional fará parte de time de desenvolvimento atuando alocado em empresa de porte do segmento de tecnologia para meios de pagamento
Analista Desenvolvedor de Sistemas Sênior,Uberlandia,,"Atuar com desenvolvimento utilizando a linguagem PYTHON para backend principalmente na criação de APIs RESTful; Experiência em desenvolvimento WEB considerando as tecnologias javascript, HTML, CSS e principalmente React Native como frontend. Analisar, estruturar, estimar e executar requisitos de negócio definidos em histórias utilizando a metodologia Scrum"
Analista Desenvolvedor Full Stack,São Paulo,,"Atribuições: Analista parte do time e commerce residencial, responsável por garantir a evolução contínua da plataforma, oferecendo sempre a melhor experiência possível para nossos clientes. Funções: Desenvolvimento contínuo do front-end do e commerce residencial, otimizando o código, evoluir o time na metodologia ágil, entregando histórias definidas nas sprints, trabalhar em equipe para compartilhar conhecimento."
Analista Desenvolvedor Mobile,São Paulo,,Criar UIs com excelente experiência para ambas as plataformas utilizando React Native;
Analista Programador PHP,São Paulo,,"Atuar em projetos e melhorias de sistemas desde o desenvolvimento até a implantação e acompanhamento em produção. Atuar na sustentação de sistemas para correções e melhorias. Realizar análise de impacto em sistemas e integrações visando garantir a integridade do sistema. Compreender processos de sistemas, integrações e modelagem de dados com foco técnico. Elaborar report técnicos das atividades."
Analista Desenvolvedor Java,São Paulo,,"Realiza as fases de elaboração de requisitos e da programação de sistemas Java, desenvolve, testa e implementa. Conhece tecnicamente as fases das atividades, identifica e orienta na solução de problemas. Elabora, coordena e orienta atividades de correção e manutenção dos programas. Codifica e realiza os testes, prepara documentação e produz manuais de operação. Realiza a implementação e a manutenção de novos sistemas."
Analista Desenvolvedor .NET Full Stack Pleno,São Paulo,,O profissional fará parte de time de desenvolvimento atuando alocado em empresa de porte do segmento de tecnologia para meios de pagamento
Analista Desenvolvedor Sênior,Belo Horizonte,,"Formação: Superior completo. Atuar com desenvolvimento, testes e manutenção de sistema no cliente. Requisitos:   Experiência como desenvolvedor Java. Experiência com: Linguagem de programação Java 1."
Programador PHP,Rio de Janeiro,,"Desenvolver, acompanhar e executar as rotinas de TI. Desenvolver e prestar manutenção aos sistemas de informação. Cumprir as determinações inerentes ao sistema de gestão de qualidade ISO 9001:"
Analista Desenvolvedor Sênior,São Paulo,,"Desenvolverá soluções para a empresa no segmento de callcenter, atuará em novas implementações e sustentação. Buscamos um perfil que desenvolverá soluções utilizando ."
Programador PHP / AngularJS,Taubaté,,"Desenvolvimento de novas funcionalidades em AngularJS e PHP, manutenção de funcionalidades antigas."
Analista Desenvolvedor Web,São Paulo,,"Desenvolvimento, implantação, suporte e manutenção de aplicações web utilizando Angular, HTML, CSS e JavaScript. Desenvolver e manter aplicações web utilizando frameworks, HTML, CSS e JavaScript."
Programador PHP Pleno,Pinhais,,Criação e manutenção de sistemas PHP utilizando frame work. Integrações de aplicações a serviços externos (Web service). Estudar e implementar tecnologias para soluções sistêmicas.
Programador PHP,São Paulo,,"Programação em PHP com banco de dados MySQL, Java Script, desejável Laravel e GIT para sistema integrado ERP."
Analista Programador PHP,São Paulo,,"Atuar alocado em cliente localizado na região de Barueri, desenvolvendo e realizando manutenções de sistemas em PHP com banco de dados SQL. Desenvolvimento de integrações entre sistemas, incluindo Totvs Protheus."
Programador PHP Sênior,São Paulo,,"Atuar no departamento de desenvolvimento, participando de projetos de arquitetura, modelagem, desenvolvimento e análise de sistemas."
Programador Php Junior,Penha de Franca,,"Construímos sistemas em que a dimensão espacial dos dados é importante para a tomada de decisões dos nossos clientes. Atuamos no desenvolvimento de sistemas sob medida e também em uma plataforma própria para coleta e armazenamento de dados, disponibilizada como um SaaS. Estamos a procura de um profissional para integrar a nossa equipe de desenvolvedores. Este profissional atuará nas etapas de projeto, desenvolvimento e manutenção de sistemas web. Requisitos mínimos: Conhecimento em PHP; Conhecimento em HTML, CSS e Javascript; Conhecimento em SQL. Diferenciais: Sistemas de controle de versão (preferencialmente Git); Conhecimento em frameworks PHP (preferencialmente Symfony); Banco de dados PostgresSQL, MySQL, MongoDB ou Neo4J; Conteinerização / Docker; Testes automatizados; Sistema operacional Linux. Atividades a serem realizadas: Desenvolvimento e manutenção de sistemas Web; Desenvolvimento de testes unitários e funcionais; Confecção de consultas nos bancos de dados; Analisar solicitações do setor de atendimento ao cliente, identificando possíveis bugs e esclarecendo dúvidas; Complementar análise de requisitos, regras de negócio e critérios de aceite."
Analista / Desenvolvedor PHP Sênior,São Paulo,,"Atuar em atividades como: projetos de sistemas desde o desenvolvimento até a implantação e acompanhamento pós-produção. Agente na sustentação de sistemas, atendimento de chamados e correção de defeitos. Buscar melhoria de integração contínua utilizando nos ambientes de desenvolvimento, testes, homologação e produção. Analisar impacto (tanto em versões corretivas quanto evolutivas) em sistemas e integrações visando garantir a integridade do sistema. Compreender processos de sistemas, integrações e modelagem de dados com foco técnico. Elaborar report técnicos, das atividades seguindo a metodologia proposta."
Analista Desenvolvedor Front-end React Júnior / Pleno,Campinas,,"Conhecimentos de conceitos de SEO. Experiência em REACT. Experiência em ExpressJS. Capacidade de construir soluções com compatibilidade cross-browsers. Conhecimentos de desenvolvimento de interfaces assíncronas realizando chamadas serviços REST. Familiaridade com git, GitHub, Jenkins. Capacidade de desenvolvimento utilizando pré- processadores de CSS como LESS e SAAS. Conhecimento em bases NoSQL com preferência a MongoDB. Experiências em desenvolvimento Web 2."
Analista de Tecnologia da Informação / Desenvolvedor Java,Campinas,,"Atuar nas etapas do processo de desenvolvimento e homologação de sistemas, através de novas tecnologias para aplicação nas operações e negócios da empresa. Desenvolver o software para novas implementações ou alterações dos sistemas correntes."
Programador PHP,São Bernardo do Campo,,"Desenvolvimento de documentação, prestar suporte e treinamento aos usuários do sistema. Conhecimento em Desenvolvimento de Software Web em PHP. Conhecimento em HTML com a aplicação das melhores práticas. Conhecimento em CSS."
Programador Php Junior,Navegantes,,"Construímos sistemas em que a dimensão espacial dos dados é importante para a tomada de decisões dos nossos clientes. Atuamos no desenvolvimento de sistemas sob medida e também em uma plataforma própria para coleta e armazenamento de dados, disponibilizada como um SaaS. Estamos a procura de um profissional para integrar a nossa equipe de desenvolvedores. Este profissional atuará nas etapas de projeto, desenvolvimento e manutenção de sistemas web. Requisitos mínimos: Conhecimento em PHP; Conhecimento em HTML, CSS e Javascript; Conhecimento em SQL. Diferenciais: Sistemas de controle de versão (preferencialmente Git); Conhecimento em frameworks PHP (preferencialmente Symfony); Banco de dados PostgresSQL, MySQL, MongoDB ou Neo4J; Conteinerização / Docker; Testes automatizados; Sistema operacional Linux. Atividades a serem realizadas: Desenvolvimento e manutenção de sistemas Web; Desenvolvimento de testes unitários e funcionais; Confecção de consultas nos bancos de dados; Analisar solicitações do setor de atendimento ao cliente, identificando possíveis bugs e esclarecendo dúvidas; Complementar análise de requisitos, regras de negócio e critérios de aceite."
Programador Php Junior,Camboriu,,"Construímos sistemas em que a dimensão espacial dos dados é importante para a tomada de decisões dos nossos clientes. Atuamos no desenvolvimento de sistemas sob medida e também em uma plataforma própria para coleta e armazenamento de dados, disponibilizada como um SaaS. Estamos a procura de um profissional para integrar a nossa equipe de desenvolvedores. Este profissional atuará nas etapas de projeto, desenvolvimento e manutenção de sistemas web. Requisitos mínimos: Conhecimento em PHP; Conhecimento em HTML, CSS e Javascript; Conhecimento em SQL. Diferenciais: Sistemas de controle de versão (preferencialmente Git); Conhecimento em frameworks PHP (preferencialmente Symfony); Banco de dados PostgresSQL, MySQL, MongoDB ou Neo4J; Conteinerização / Docker; Testes automatizados; Sistema operacional Linux. Atividades a serem realizadas: Desenvolvimento e manutenção de sistemas Web; Desenvolvimento de testes unitários e funcionais; Confecção de consultas nos bancos de dados; Analisar solicitações do setor de atendimento ao cliente, identificando possíveis bugs e esclarecendo dúvidas; Complementar análise de requisitos, regras de negócio e critérios de aceite."
Analista de Tecnologia da Informação / Desenvolvedor Java,Campinas,,"Atuar nas etapas do processo de desenvolvimento e homologação de sistemas, através de novas tecnologias para aplicação nas operações e negócios da empresa. Desenvolver o software para novas implementações ou alterações dos sistemas correntes."
Programador PHP,São Bernardo do Campo,,"Desenvolvimento de documentação, prestar suporte e treinamento aos usuários do sistema. Conhecimento em Desenvolvimento de Software Web em PHP. Conhecimento em HTML com a aplicação das melhores práticas. Conhecimento em CSS."
Analista Desenvolvedor Júnior,Belo Horizonte,,Responsável pela análise e desenvolvimento de sistemas Web e APP (IOS/
Programador Php Junior,Balneario Camboriu,,"Construímos sistemas em que a dimensão espacial dos dados é importante para a tomada de decisões dos nossos clientes. Atuamos no desenvolvimento de sistemas sob medida e também em uma plataforma própria para coleta e armazenamento de dados, disponibilizada como um SaaS. Estamos a procura de um profissional para integrar a nossa equipe de desenvolvedores. Este profissional atuará nas etapas de projeto, desenvolvimento e manutenção de sistemas web. Requisitos mínimos. Conhecimento em PHP. Conhecimento em HTML, CSS e Javascript; Conhecimento em SQL. Diferenciais: Sistemas de controle de versão (preferencialmente Git). Conhecimento em frameworks PHP (preferencialmente Symfony); Banco de dados PostgresSQL, MySQL, MongoDB ou Neo4J; Conteinerização / Docker; Testes automatizados; Sistema operacional Linux. Atividades a serem realizadas: Desenvolvimento e manutenção de sistemas Web; Desenvolvimento de testes unitários e funcionais; Confecção de consultas nos bancos de dados; Analisar solicitações do setor de atendimento ao cliente, identificando possíveis bugs e esclarecendo dúvidas; Complementar análise de requisitos, regras de negócio e critérios de aceite."
Programador PHP,Belo Horizonte,,"Desenvolvimento e manutenção em sistemas internos de workflow e vendas, baseados em PHP e MySQL, integrado com SOAP e REST."
Analista Desenvolvedor III,Barueri,,Desenvolver projetos WEB em linguagem .
Analista Desenvolvedor Júnior,Belo Horizonte,,Responsável pela análise e desenvolvimento de sistemas Web e APP (IOS/
Analista Desenvolvedor. NET,Belo Horizonte,,"Desenvolvimento de novos sistemas Gestão e atendimento de demandas de melhoria , legais , corretivas em sistemas existentes Documentar e manter a atualização de toda a estrutura desenvolvida do sistema Levantamento de dados analisando processos , fluxos e procedimentos junto ao usuário , tanto para novos sistemas quanto para atualização. Apoiar na definição de arquitetura / tecnologia para os novos projetos."
Analista Programador PHP,Ibiuna,,"O nosso ritmo de crescimento está a-ce-le-ra-do! Queremos desenvolvedores que pensem tão grande quanto a gente e que topem participar de algo grandioso! Culturalmente você terá um bom fit se: Muita vontade de inovar e for uma pessoa movida por desafios. O que mais a gente adoraria ver: Projetos ou cases que você já tenha trabalhado. Benefícios e vantagens: Autonomia e liberdade para trabalhar. Participar de projetos com times multidisciplinares, inovadores e descolados. Trabalhar com um time de pessoas fantásticas e que amam o que fazem. Fazer montagem da estrutura de banco de dados e codificação de programas, planejando etapas e ações de trabalho."
Programador / Desenvolvedor de softwares,São Paulo,,Atuar com desenvolvimento em Plataforma .
Programador Php Junior,Itajai,,"Construímos sistemas em que a dimensão espacial dos dados é importante para a tomada de decisões dos nossos clientes. Atuamos no desenvolvimento de sistemas sob medida e também em uma plataforma própria para coleta e armazenamento de dados, disponibilizada como um SaaS. Estamos a procura de um profissional para integrar a nossa equipe de desenvolvedores. Este profissional atuará nas etapas de projeto, desenvolvimento e manutenção de sistemas web. Requisitos mínimos: Conhecimento em PHP; Conhecimento em HTML, CSS e Javascript; Conhecimento em SQL. Diferenciais: Sistemas de controle de versão (preferencialmente Git); Conhecimento em frameworks PHP (preferencialmente Symfony); Banco de dados PostgresSQL, MySQL, MongoDB ou Neo4J; Conteinerização / Docker; Testes automatizados; Sistema operacional Linux. Atividades a serem realizadas: Desenvolvimento e manutenção de sistemas Web; Desenvolvimento de testes unitários e funcionais; Confecção de consultas nos bancos de dados; Analisar solicitações do setor de atendimento ao cliente, identificando possíveis bugs e esclarecendo dúvidas; Complementar análise de requisitos, regras de negócio e critérios de aceite."
Programador PHP,São José,,"Desenvolvedor PHP. Visão geral da área e da vaga. Na área do Produto, seu propósito será evoluir os produtos e aumentar engajamento de uso dos usuários. Você também participará junto ao time, do desenvolvimento e consolidação de nossos processos e métodos de criação, trazendo Insigths e melhorias para o nosso produto. Buscamos Criatividade para resolver problemas. Que tenha proatividade, pois participará ativamente junto ao time de todas etapas de criação: do planejamento à execução e mensuração de resultados. Data Driven, pois somos guiados por dados. O que irá fazer? Realizará atividades de treinamento e criação de documentação. Testar e manter o código do produto principal, escrever códigos limpos, garantir uma forte otimização e funcionalidade. Manutenção em códigos já existentes, solucionar problemas e adicionar novas funções."
Programador Php Junior,Balneario Camboriu,,"Construímos sistemas em que a dimensão espacial dos dados é importante para a tomada de decisões dos nossos clientes. Atuamos no desenvolvimento de sistemas sob medida e também em uma plataforma própria para coleta e armazenamento de dados, disponibilizada como um SaaS. Estamos a procura de um profissional para integrar a nossa equipe de desenvolvedores. Este profissional atuará nas etapas de projeto, desenvolvimento e manutenção de sistemas web. Requisitos mínimos. Conhecimento em PHP. Conhecimento em HTML, CSS e Javascript; Conhecimento em SQL. Diferenciais: Sistemas de controle de versão (preferencialmente Git). Conhecimento em frameworks PHP (preferencialmente Symfony); Banco de dados PostgresSQL, MySQL, MongoDB ou Neo4J; Conteinerização / Docker; Testes automatizados; Sistema operacional Linux. Atividades a serem realizadas: Desenvolvimento e manutenção de sistemas Web; Desenvolvimento de testes unitários e funcionais; Confecção de consultas nos bancos de dados; Analisar solicitações do setor de atendimento ao cliente, identificando possíveis bugs e esclarecendo dúvidas; Complementar análise de requisitos, regras de negócio e critérios de aceite."
Programador PHP,Cuiaba,,"Desenvolver e manter sistemas com a tecnologia PHP. Mapear cenários de desenvolvimento a partir de casos de uso, protótipos e outras. Registro de defeitos para sugestão de melhorias."
Analista Programador PHP,Sorocaba,,"O nosso ritmo de crescimento está a-ce-le-ra-do! Queremos desenvolvedores que pensem tão grande quanto a gente e que topem participar de algo grandioso! Culturalmente você terá um bom fit se: Muita vontade de inovar e for uma pessoa movida por desafios. O que mais a gente adoraria ver: Projetos ou cases que você já tenha trabalhado. Benefícios e vantagens: Autonomia e liberdade para trabalhar. Participar de projetos com times multidisciplinares, inovadores e descolados. Trabalhar com um time de pessoas fantásticas e que amam o que fazem. Fazer montagem da estrutura de banco de dados e codificação de programas, planejando etapas e ações de trabalho."
Programador PHP,Guara,,"Atuar com PHP 7 - Laravel 5, HTML, CSS, BootStrap, JavaScript - conhecer jQuery ou AJAX, Banco de dados MySQL - conhecer programação (triggers), dentro do banco de dados. Conhecer o padrão MVC orientado a objeto. Saber trabalhar com GitHub. Saber fazer análise de requisitos. Saber documentar o software. Ajudar a solucionar problemas. Ter boa comunicação, não omitir ideias em uma reunião pois valorizamos muito novos pontos de vista, saber assumir responsabilidades que pode carregar, saber trabalhar com prazos de entrega e não depender da sorte."
Analista Desenvolvedor Java,Barueri,,"Realiza as fases de elaboração de requisitos e da programação de sistemas Java, desenvolve, testa e implementa. Ensino Superior completo em Ciência ou Engenharia da Computação, Sistemas de Informação ou áreas afins Experiência em análise&design, desenvolvimento e testes de software, nas linguagens utilizadas nos sistemas da empresa dos quais será responsável (por exemplo, Java, VB, C e C++, XFS). Desenvolvimento orientado a objetos. Linguagens de programação C++, J2EE. Conhecimento de ferramentas e processos de gestão de configuração. Modelo entidade e relacionamento MER. Conhecimento de A&D Conhecimento de modelagem de caso de uso UML. Conhecimento em XML / HTML / CSS / JavaScript. Conhecimento de XFS Conceito de transação financeira."
Analista Desenvolvedor Mobile,São Paulo,,"Analista Desenvolvedor Mobile (Android - iOS) Android, Android Studio, Android Swift, C#/"
Analista Desenvolvedor Full Stack,São Paulo,,Desenvolvimento de softwares web based
Analista Programador PHP,Brasília,,Atividades a serem desempenhadas: Desenvolvimento e manutenção de sistemas e sites. Aprendizado de novas tecnologias. Experiência com PHP 5.
Programador PHP,Goiania,,O pretendente ao cargo irá trabalhar com desenvolvimento em sistema de gestão e processos da empresa. Criar integrações via API e Webhook de inúmeras ferramentas SASS que servem nossas aplicações.
Programador PHP,Limeira,,"Atuar o desenvolvimento de sites e sistemas, utilizando as seguintes tecnologias: PHP, MySQL,"
Programador PHP,São José,,"A empresa Canal Telecom atua na área de Tecnologia da Informação e Comunicação e busca profissional para atuar como Programador Web PHP. Atividades a serem desempenhadas: Atuar no desenvolvimento com as tecnologias PHP, framework PHP, banco de dados relacional e serviços REST. Realizar correções e melhorias nos sistemas web."
Analista Desenvolvedor Python (Full Stack),São Paulo,,Atuar como desenvolvedor python nível sênior; Possibilidade em atuar como back-end e front-end
Analista Desenvolvedor Java Web,Ribeirão Preto,,"Programar, codificar e testar soluções customizadas para os clientes, cumprindo as boas práticas e procedimentos internos para o desenvolvimento de sistemas, utilizando a linguagem Java Web. Desenvolver sistemas web utilizando Java e Spring para o back-end, como web services REST e comunicação entre serviços. Desenvolver interfaces web utilizando html, Javascript e outros Frameworks. Realizar contato com o cliente e atuar no levantamento de requisitos, especificação de testes e execução de testes para garantir a qualidade do código desenvolvido, entre outras atividades."
Analista Desenvolvedor Front End Pleno,São Paulo,,"Atuará no programa interfaces de Web e ferramentas de edição de imagem, executa a manutenção dos sistemas, fazendo eventuais correções necessárias, desenvolve trabalhos de montagem, depuração e testes de programas, executando serviços de manutenção nos programas já desenvolvidos."
Analista Desenvolvedor PHP Pleno,Rio de Janeiro,,Trabalhar no desenvolvimento de projetos e na manutenção de sites e portais corporativos em ambiente web.
Analista Desenvolvedor .NET Pleno,São Paulo,,Oportunidade para Analista Desenvolvedor Fullstack. Conhecimento em ASP.
Analista Desenvolvedor Mobile,Florianopolis,,Desenvolvimento web e mobile.
Programador PHP,Porto Alegre,,"Prestar serviços de desenvolvimento destinados à manutenção diária - adaptativa, corretiva, evolutiva e preventiva - de sistemas em linguagem PHP."
Analista Desenvolvedor Front-End VTEX,São Paulo,,"Fará parte do seu dia-a-dia desenvolver, escrever testes e documentar o front-end de websites responsivos (sempre sendo bem cuidadoso em relação ao layout proposto), fazer estimativas, analisar layouts (de forma a identificar possíveis problemas de implementação e/"
Analista Desenvolvedor Web,Porto Alegre,,"Irá atuar no desenvolvimento e manutenção de sistemas ERP, utilizando as linguagens de programação PL/"
Analista Desenvolvedor Front-end Angular,Arroio do Meio,,"Participar ativamente do desenvolvimento de soluções de software WEB Front End, desenvolver interfaces e garantir a qualidade do código entregue, apoiar as atividades de teste e atendimento de cliente interno, participar da rotina de projeto de novas releases e novos projetos."
Analista de Sistemas Desenvolvedor,Belo Horizonte,,"Atuar em projetos complexos, com impacto direto no atendimento a milhões de clientes em toda a América Latina. Apoiar a definição arquitetural de sistemas críticos, seguros e escaláveis. Garantir qualidade nas entregas de sistemas, utilizando boas práticas e padrões de desenvolvimento."
Analista Desenvolvedor .Net Pleno,Campinas,,"Irá realizar implementação / manutenção de software, customizações, manter evolução de tecnologias das soluções atuais, experiência com trabalho em metodologias ágeis e POO ? boas práticas de desenvolvimento. Necessário conhecimentos em: ASP NET MVC, WEB API, Linguagem de programação C#, SQL Server, Banco de dados não relacional."
Analista de Sistemas -Desenvolvedor Mobile,Florianopolis,,Desenvolvimento web e mobile.
Analista Desenvolvedor Full Stack,Goiania,,"Desenvolver sistemas web (front-end e back-end) usando as linguagens frameworks C#,"
Analista de Sistemas Desenvolvedor,Belo Horizonte,,"Atuar em projetos complexos, com impacto direto no atendimento a milhões de clientes em toda a América Latina. Apoiar a definição arquitetural de sistemas críticos, seguros e escaláveis. Garantir qualidade nas entregas de sistemas, utilizando boas práticas e padrões de desenvolvimento."
Programador PHP Zend,Rio de Janeiro,,Desenvolver novas aplicações e prestar manutenção e suporte no Software desenvolvido pela empresa.
Analista Desenvolvedor Front-end,Belo Horizonte,,Criar e desenvolver conceitos inovadores de interação. Criar wireframes e layouts para organizar conceitos e ideias. Projetar e especificar as interações entre os usuários e a solução/
Analista de Sistemas/Desenvolvedor Java - Sênior / Pleno,São Paulo,,"Experiência em Linguagem de programação Java ; - Frameworks JSF com Primefaces, Spring Boot, JPA; - Levantamento de requisitos e funcionalidades com usuários chave; - Acompanhamento dos projetos de sistemas durante as fases de testes, integrações e implantação; - Desenvolver pensando sempre em performance, usabilidade do usuário e padrões de design; - Web services; - Eclipse, Maven, Git; - Tomcat ou Jetty ou Glassfish - básico de administração e configuração; - Banco de dados, modelagem e queries; - Noções de HTML5 / Javascript / CSS; - Testes automatizados."
Analista / Desenvolvedor Java SR PJ,São Paulo,,"Atuar com Sustentação, correção de erros e melhorias. Prestador de serviços (PJ) - por 3 meses, podendo ser prorrogado."
Programador / Desenvolvedor ASP HTML .NET,São Paulo,,Programar em ASP.
Programador / Desenvolvedor Web,Maceió,,"Desenvolvimento de aplicações Web, Desktop e mobile usando PHP, NodeJs e React Native."
